StationNbr,Name,City,RegionalOffice,County,ConnectDate,DisconnectDate,IsActive,IsEtoStation,Elevation,GroundCover,HmsLatitude,HmsLongitude,SitingDesc,lat,lon,elev_ft,connect,disconnect,elev_m,dist_to_almond_km,in_window
234,Newberry Springs II,Newberry Springs,Southern Region Office,San Bernardino,2/25/2015,11/29/2020,False,True,1930,Grass,34º53'0N / 34.883472,-116º48'37W / -116.810247,"<p>DATE: 03-10-2015</p>
<p>STATION #: 234 <br />
STATION NAME: Newberry Springs II</p>
<p>ETO ZONE: 17<br />
PREVAILING WINDS: West <br />
LOCAL CHARACTER: Located on Harter Farms near the city of Newberry Springs.&nbsp; Newberry Springs is located approximately 20 miles East of the City of Barstow&nbsp; </p>
<p>DESCRIPTION OF STATION SITE: The station is located in the middle of a 60 acre Bermuda Grass Field irrigated by a Center Pivot system.&nbsp; The station equipment and site will be maintained by the cooperators: the Mohave Desert Resource Conservation District and Harter Farms. </p>
<p>NORTH: <br />
1000ft Bermuda grass</p>
<p>EAST: <br />
600ft Bermuda grass</p>
<p>SOUTH: <br />
1000ft Bermuda grass</p>
<p>WEST:<br />
700ft Bermuda grass</p>
<p>COMMENTS:<br />
Harvesting and dormant periods of grass may affect ETo estimates.</p>",34.883472,-116.810247,1930,2015-02-25,2020-11-29,588.264,180.43,True
235,Verona,Nicolaus,North Central Region Office,Sutter,5/18/2012,12/31/2050,True,True,24,Grass,38º47'53N / 38.797944,-121º36'41W / -121.61136,,38.797944,-121.61136,24,2012-05-18,2050-12-31,7.315200000000001,6.91,True
236,Macdoel II,Macdoel,Northern Region Office,Siskiyou,4/16/2015,12/31/2050,True,True,4265,Grass,41º48'9N / 41.802476,-121º59'46W / -121.996159,"DATE: 05-06-2015<br />
<br />
STATION#:236<br />
STATION NAME: Macdoel II<br />
ETO ZONE: 7<br />
PREVAILING WINDS: SE/NW<br />
<br />
LOCAL CHARACTER: Located roughly in the south-central area of Butte Valley, with volcanic mountains and features on all sides.&nbsp; The soils are alluvial debris from surrounding features, washed to a level surface by ancient lake waves.&nbsp; Near historic confrontations with native American Modoc peoples. Area includes many ranches and other sustainable agricultural activities.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
One mile north of St. Hebron, 1.5 miles south of Macdoel.&nbsp; Large wheel-line irrigated cattle pasture. <br />
<br />
NORTH:<br />
620ft irrigated pasture<br />
<br />
EAST:<br />
1100ft irrigated pasture<br />
<br />
SOUTH:<br />
690ft irrigated pasture<br />
<br />
WEST:<br />
1630ft irrigated pasture<br />
<br />
COMMENTS: Inactive Station 46 Macdoel site was roughly 3.5 miles to the west. <br />",41.802476,-121.996159,4265,2015-04-16,2050-12-31,1299.972,161.27,True
237,Temecula East III,Temecula,Southern Region Office,Riverside,11/1/2012,12/31/2050,True,True,1530,Grass,33º33'10N / 33.55281,-117º2'36W / -117.043302,,33.55281,-117.043302,1530,2012-11-01,2050-12-31,466.34400000000005,223.05,True
238,Moreno Valley,Moreno Valley,Southern Region Office,Riverside,4/19/2013,4/24/2018,False,True,1604,Grass,33º54'0N / 33.9,-117º10'12W / -117.17,"DATE: 04-19-2013<br/><br/>
STATION #:  238 <br/>
STATION NAME:  Moreno Valley<br/><br/>  
ETO ZONE:  16<br/>
PREVAILING WINDS:  West <br/>  
LOCAL CHARACTER:  Moreno Valley is located just east of Los Angeles and north of San Diego. It is located one hour from the mountains, the desert and the ocean. It is situated at the junction of SR 60 and I 215.   <br/><br/>
DESCRIPTION OF STATION SITE: This CIMIS Station is located on grass in the Moreno Valley Ranch Golf Club and surrounded by approximately 20 acres of golf turf.  The Golf Club is located in a housing development at the base of Mount Russell.  The grasses surrounding the station will be irrigated and mowed regularly. The station and general area will be maintained by the cooperators: the Moreno Valley Ranch Golf Club and the Eastern Municipal Water District. 
<br/><br/>NORTH: <br/> 450ft: Turf
<br/><br/>EAST: <br/>800ft: Turf
<br/><br/>SOUTH: <br/>460ft: Turf, also cement path located 130ft from the station
<br/><br/>WEST:<br/> 500ft: Turf, also cement path located 170ft from the station
<br/><br/>COMMENTS:<br/>Surrounding fields comprised of warm season turf.  The pine trees to the south and west of the station, in path of prevailing wind, may affect data accuracy.",33.9,-117.17,1604,2013-04-19,2018-04-24,488.8992,193.7,True
239,Hemet,Hemet,Southern Region Office,Riverside,1/22/2015,12/31/2050,True,False,1768,Grass,33º39'53N / 33.664747,-116º57'18W / -116.955121,,33.664747,-116.955121,1768,2015-01-22,2050-12-31,538.8864,215.21,True
240,Perris - Menifee,Perris,Southern Region Office,Riverside,5/25/2013,12/31/2050,True,True,1421,Grass,33º45'36N / 33.76,-117º12'0W / -117.2,"DATE: 05-25-2013<br/><br/>
STATION #:  240 <br/>
STATION NAME:  Perris – Menifee <br/><br/>  
ETO ZONE:  16<br/>
PREVAILING WINDS:  West <br/>  
LOCAL CHARACTER:  Perris and Menifee Valleys are located along Interstate 215, roughly midway between Los Angeles and San Diego, with a Mediterranean climate of hot summers and mild winters.  <br/><br/>
DESCRIPTION OF STATION SITE: This CIMIS Station is located on approximately 2 acres of turfgrass near the Eastern Municipal Water District’s Perris Valley Regional Water Reclamation Facility.  It is adjacent to 60 acres of alfalfa fields.  The grasses surrounding the station will be irrigated, mowed regularly, and maintained by the Eastern Municipal Water District. 
<br/><br/>NORTH: <br/> 105ft: Turf, then 100ft bare ground to paved road
<br/><br/>EAST: <br/>50ft: Turf, then 130ft bare ground to paved road
<br/><br/>SOUTH: <br/>75ft: Turf, then 225ft of bare ground to 18ft high building.
<br/><br/>WEST:<br/> 130ft: Turf, then 65ft of bare ground to 1,280ft of alfalfa field.
<br/><br/>COMMENTS:<br/>Surrounding field comprised of warm season turf.  Data Quality will improve as initial acreage of turfgrass is expanded upon.",33.76,-117.2,1421,2013-05-25,2050-12-31,433.12080000000003,201.69,True
241,San Clemente,San Clemente,Southern Region Office,Orange,7/28/2015,12/31/2050,True,True,224,Grass,33º27'45N / 33.4625,-117º35'10W / -117.586111,"DATE: 07-24-2015<br />
STATION #:&nbsp; 241 <br />
STATION NAME:&nbsp; San Clemente<br />
ETO ZONE:&nbsp; 4<br />
PREVAILING WINDS:&nbsp; West&nbsp;<br />
<br />
LOCAL CHARACTER:&nbsp; San Clemente is located along Interstate 5, roughly midway between Los Angeles and San Diego, with a mild Mediterranean climate.&nbsp; The city was founded in the 1920s and has flourished into a popular beach community with Spanish architectural highlights.<br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located on the Talega Golf Club greens, centered among the fairways to allow for several acres of irrigated and maintained turfgrass. <br />
NORTH: <br />
64ft: Turf, then three tall trees, then 331ft to golf cart path<br />
EAST: <br />
232ft: Turf, then two large sand traps<br />
SOUTH: <br />
271ft: Turf, then golf cart path<br />
WEST:<br />
40ft: Turf, then golf cart path, then 241ft of turf to a medium size sand trap<br />
COMMENTS:<br />
Nearby trees, sand traps, and golf cart paths may compromise the data depending on the wind direction.&nbsp; Data will improve as trees are trimmed and/or removed. <br />",33.4625,-117.586111,224,2015-07-28,2050-12-31,68.2752,203.14,True
242,Staten Island,Walnut Grove,North Central Region Office,San Joaquin,11/5/2015,12/31/2050,True,True,-10,Grass,38º11'33N / 38.192397,-121º30'37W / -121.510261,"<p>DATE: 11-05-2015<br />
STATION #:&nbsp; 242 <br />
STATION NAME:&nbsp; Staten Island<br />
ETO ZONE:&nbsp; 14<br />
PREVAILING WINDS:&nbsp; West </p>
<p>LOCAL CHARACTER:&nbsp; Staten Island, historically reclaimed agricultural land in the Delta, is managed as agricultural land by The Nature Conservancy (TNC).&nbsp; Located roughly south of Walnut Grove, CA, this island is home to many important species of animals. The land is planted in corn, wheat, and tomatoes, and provides grazing pasture for cattle.&nbsp; <br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located in the north central area of the island in a flood irrigated pasture.&nbsp; Originally planned for a 35 acre plot, the Station site is surrounded by hundreds of acres of well maintained pasture.&nbsp;&nbsp; <br />
NORTH: <br />
3500ft: Pasture, then farm buildings and the Mokelumne River<br />
EAST: <br />
900ft: Pasture, then a road and a building<br />
SOUTH: <br />
2500ft: Pasture, then road<br />
WEST:<br />
5000ft: Pasture, then the Mokelumne River<br />
COMMENTS: Acquired by TNC in 2001 with $30 million in public grant funds from CA Propositions 204 and 13, Staten Island is a great place to see the benefit agriculture has on the State's bird populations, particularly Sandhill Cranes. </p>",38.192397,-121.510261,-10,2015-11-05,2050-12-31,-3.048,2.85,True
243,Ryde,Walnut Grove,North Central Region Office,Sacramento,12/16/2015,12/31/2050,True,True,-10,Grass,38º14'59N / 38.249622,-121º33'20W / -121.555528,"DATE: 7-13-2016<br />
<br />
STATION #:&nbsp; 243 <br />
STATION NAME:&nbsp; Ryde<br />
<br />
ETO ZONE:&nbsp; 14<br />
PREVAILING WINDS:&nbsp; West <br />
<br />
LOCAL CHARACTER:&nbsp; Grand Island is historically reclaimed agricultural land in the Delta. Ryde is a small unincorporated agricultural community located roughly 2.5 miles west of Walnut Grove, CA.&nbsp;&nbsp;&nbsp;<br />
 <br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located in the north central area of the island in a flood irrigated pasture.&nbsp; Station site is surrounded by hundreds of acres of agriculture.&nbsp; <br />
<br />
NORTH: <br />
405ft: Pasture, then agricultural fields.<br />
<br />
EAST: <br />
555ft: Pasture, then agricultural fields.<br />
<br />
SOUTH: <br />
420ft: Pasture, then trees and agricultural ditch.<br />
<br />
WEST:<br />
525ft:&nbsp; Pasture, then agricultural fields.<br />
<br />
COMMENTS: Station data should closely follow station 242 data, only 4.5 miles to the southeast.",38.249622,-121.555528,-10,2015-12-16,2050-12-31,-3.048,3.9,True
244,Biggs,Biggs,Northern Region Office,Butte,6/18/2015,12/31/2050,True,True,72,Grass,39º23'12N / 39.386632,-121º50'7W / -121.835278,"DATE: 10-06-2015<br />
<br />
STATION #:&nbsp; 244 <br />
STATION NAME:&nbsp; Biggs<br />
<br />
ETO ZONE:&nbsp; 12<br />
PREVAILING WINDS:&nbsp; SW and SSW&nbsp;<br />
<br />
LOCAL CHARACTER:&nbsp; The Biggs CIMIS station is located on Schohr Ranch in northern California near the cities of Biggs and Gridley, in rice country.&nbsp; This site is just north of the Sutter Buttes, and still in the Sacramento Valley.&nbsp;<br />
<br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located on a 14 acre pasture west of Cherokee Canal, and north of Gridley Highway. &nbsp;The pasture is adjacent to wetlands and grasslands, and is irrigated by border-check and surface flood groundwater. <br />
<br />
NORTH: <br />
480ft: Pasture, then gravel road and pasture <br />
<br />
EAST: <br />
380ft: Pasture, then gravel road and pasture<br />
<br />
SOUTH: <br />
760ft: Pasture, then Medium canal along field border and wetland<br />
<br />
WEST:<br />
330ft: Pasture, then wetland<br />
<br />
COMMENTS:<br />
This is a secure, irregular shaped field with good exposure.&nbsp; Prevailing wind direction has over 500 feet of fetch from the direction of a partially dry wetland. <br />",39.386632,-121.835278,72,2015-06-18,2050-12-31,21.945600000000002,7.71,True
245,Coto de Caza,Coto de Caza,Southern Region Office,Orange,10/7/2015,12/31/2050,True,True,846,Grass,33º37'18N / 33.621667,-117º35'7W / -117.585278,"DATE: 10-23-2015<br />
STATION #:&nbsp; 245 <br />
STATION NAME:&nbsp; Coto de Caza<br />
ETO ZONE:&nbsp; 6<br />
PREVAILING WINDS:&nbsp; Southwest <br />
<br />
LOCAL CHARACTER:&nbsp; Coto de Caza is gated community southeast of Rancho Santa Margarita, CA, roughly midway between Los Angeles and San Diego, with a mild Mediterranean climate.&nbsp; The private community began in 1968 and includes golf courses and other recreational facilities. <br />
<br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located on the Coto de Caza Golf &amp; Racquet Club greens, centered among the northernmost fairways to allow for several acres of irrigated and maintained turfgrass. <br />
<br />
NORTH: 459ft: Turf, then houses<br />
EAST: 238ft: Turf, then tall trees<br />
SOUTH: 135ft: Turf, then sand trap<br />
WEST:259ft: Turf, then houses<br />
<br />
COMMENTS:<br />
Nearby sand traps, trees, and houses may compromise the data depending on the wind direction.",33.621667,-117.585278,846,2015-10-07,2050-12-31,257.86080000000004,188.86,True
246,Markleeville,Markleeville,North Central Region Office,Alpine,6/13/2014,12/31/2050,True,True,5517,Grass,38º46'24N / 38.773409,-119º47'31W / -119.79193,"DATE: 03-18-2016<br />
STATION #:&nbsp; 246 <br />
STATION NAME:&nbsp; Markleeville<br />
ETO ZONE:&nbsp; 11<br />
PREVAILING WINDS:&nbsp; South <br />
LOCAL CHARACTER:&nbsp; The Markleeville Non-ETo CIMIS station is located on South Tahoe Public Utility District land in eastern California about 5 miles north of the City of Markleeville, the Alpine County Seat.&nbsp; This site is east of the Sierra Nevada mountains as Highway 88 (Carson Pass) leaves the mountain hieghts. <br />
DESCRIPTION OF STATION SITE: This Non-ETo CIMIS Station is located in a large unirrigated pasture south of Diamond Valley Road.&nbsp; The pasture is below Stevens Lake and within the Carson River watershed.&nbsp; <br />
NORTH: <br />
250ft: Pasture<br />
EAST: <br />
650ft: Pasture<br />
SOUTH: <br />
2400ft: Pasture<br />
WEST:<br />
550ft: Pasture<br />
COMMENTS:<br />
Future improvements to this site, including irrigation to the surrounding pasture (300' in each direction from station equipment) will provide conditions favorable for an ETo station. This is an impressive field site with good wind exposure and will be a valuable resource for the surrounding community.&nbsp; <br />",38.773409,-119.79193,5517,2014-06-13,2050-12-31,1681.5816,119.86,True
247,Jersey Island,Oakley,North Central Region Office,Contra Costa,7/1/2016,12/31/2050,True,True,-12,Grass,38º2'0N / 38.033386,-121º42'4W / -121.701247,"DATE: 7-13-2016<br />
<br />
STATION #:&nbsp; 247 <br />
STATION NAME:&nbsp; Jersey Island<br />
<br />
ETO ZONE:&nbsp; 14<br />
PREVAILING WINDS:&nbsp; West <br />
<br />
LOCAL CHARACTER:&nbsp; Jersey Island is historically reclaimed agricultural land in the Delta. Oakley is a city located roughly less than 2 miles southwest of the island, across a large slough.&nbsp;&nbsp;<br />
&nbsp; <br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located in the western area of the island in a flood irrigated pasture.&nbsp; Station site is surrounded by hundreds of acres of agriculture.&nbsp; <br />
<br />
NORTH: <br />
1290ft: Pasture, then levee to San Joaquin River.<br />
<br />
EAST: <br />
1260ft: Pasture, then levee to San Joaquin River.<br />
<br />
SOUTH: <br />
490ft: Pasture, then agricultural ditch.<br />
<br />
WEST:<br />
1460ft:&nbsp; Pasture, then agricultural ditch.<br />
<br />
COMMENTS: Station 247 is a marvelous CIMIS location with plenty of exposure and fetch.&nbsp; It is somewhat surrounded by River and Delta water bodies, and data should be considered with that in mind.",38.033386,-121.701247,-12,2016-07-01,2050-12-31,-3.6576000000000004,7.82,True
248,Holt,Stockton,North Central Region Office,San Joaquin,7/1/2016,12/31/2050,True,True,-3,Grass,37º55'55N / 37.932072,-121º23'48W / -121.396661,"DATE: 7-14-2016<br />
<br />
STATION #:&nbsp; 248 <br />
STATION NAME:&nbsp; Holt<br />
<br />
ETO ZONE:&nbsp; 12<br />
PREVAILING WINDS:&nbsp; West <br />
<br />
LOCAL CHARACTER:&nbsp; Roberts Island is historically reclaimed agricultural land in the Delta. Holt is a community located less than 2 miles east of the CIMIS station, and about 5 miles east of Stockton. Named for the Holt brothers who eventually established a major tractor manufacturing company (Caterpillar).&nbsp;<br />
&nbsp; <br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located in the center of the island in a flood irrigated pasture.&nbsp; The Station site is surrounded by thousands of acres of agriculture.&nbsp; <br />
<br />
NORTH: <br />
630ft: Irrigated pasture<br />
EAST: <br />
1125ft: Irrigated pasture<br />
SOUTH: <br />
540ft: Irrigated pasture<br />
WEST:<br />
1095ft:&nbsp; Irrigated pasture<br />
<br />
COMMENTS: Station 248 is a nice CIMIS location with plenty of exposure and fetch.&nbsp;",37.932072,-121.396661,-3,2016-07-01,2050-12-31,-0.9144000000000001,0.35,True
249,Ripon,Manteca,North Central Region Office,San Joaquin,7/1/2016,5/22/2026,False,True,20,Grass,37º45'20N / 37.755597,-121º15'58W / -121.266153,,37.755597,-121.266153,20,2016-07-01,2026-05-22,6.096,0.09,True
250,Williams,Williams,Northern Region Office,Colusa,8/9/2016,12/31/2050,True,True,69,Grass,39º12'38N / 39.210667,-122º10'8W / -122.168889,"DATE: 8-9-2016<br />
<br />
STATION #:&nbsp; 250 <br />
STATION NAME:&nbsp; Williams<br />
<br />
ETO ZONE:&nbsp; 12<br />
PREVAILING WINDS:&nbsp; South, SSW&nbsp;<br />
<br />
LOCAL CHARACTER:&nbsp; Agricultural area, west of Sutter Buttes within the Sacramento Valley on west side of Sacramento River.&nbsp;&nbsp;<br />
<br />
DESCRIPTION OF STATION SITE: &nbsp;Large (345 acre, plus), well managed flood irrigated pasture mostly surrounded by Rice.&nbsp; <br />
<br />
NORTH: <br />
950ft: Irrigated pasture to irrigation ditch then more pasture<br />
<br />
EAST: <br />
1700ft: Irrigated pasture to dirt road then rice fields<br />
<br />
SOUTH: <br />
900ft: Irrigated pasture to irrigation ditch<br />
<br />
WEST:<br />
200ft:&nbsp; Irrigated pasture to dirt road then more pasture<br />
<br />
COMMENTS: This station's irrigated pasture may actually be a larger area.&nbsp;",39.210667,-122.168889,69,2016-08-09,2050-12-31,21.031200000000002,5.05,True
251,Highland,Highland,Southern Region Office,San Bernardino,10/10/2016,12/31/2050,True,True,1275,Grass,34º6'43N / 34.112042,-117º11'9W / -117.1857,"DATE: 10-20-2016<br />
<br />
STATION #:&nbsp; 251 <br />
STATION NAME:&nbsp; Highland<br />
<br />
ETO ZONE:&nbsp; 14<br />
PREVAILING WINDS:&nbsp; Southwest <br />
LOCAL CHARACTER:&nbsp; Founded in 1891, Highland has transitioned from the orchards of the early citrus industry to a successful city and community.&nbsp; Located in the eastern San Bernardino Valley, Highland is some 60 miles east of Los Angeles. Its also surrounded by mountains and close to skiing.&nbsp; With a mild Mediterranean climate and genuine focus on education, it is a great place to live.<br />
&nbsp;<br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located on the campus recreational fields of Beattie Middle School and Highland Grove Elementary School, centered to allow for about 15 acres of irrigated grass. <br />
<br />
NORTH: <br />
A 10ft wide concrete path lies about 12 feet north of station sensor equipment, likely compromising data quality when light winds blow from the North.&nbsp; Beyond that there is a 462ft length of turfgrass that would deliver good sensor data during moderate wind events.&nbsp;<br />
&nbsp; <br />
EAST:<br />
360ft: turf grass<br />
<br />
SOUTH: <br />
785ft: turf grass<br />
<br />
WEST:<br />
270ft: turf grass<br />
<br />
COMMENTS:<br />
Some wind obstruction and shadowing could occur from horticultural trees nearby.&nbsp; Eventually they may need to be removed. <br />",34.112042,-117.1857,1275,2016-10-10,2050-12-31,388.62,178.74,True
252,Soledad II,Soledad,South Central Region Office,Monterey,9/3/2016,12/31/2050,True,True,214,Grass,36º27'24N / 36.456728,-121º20'40W / -121.344388,"DATE: 9-3-2016<br />
STATION #:&nbsp; 252 <br />
STATION NAME:&nbsp; Soledad II<br />
<br />
ETO ZONE:&nbsp; 6<br />
PREVAILING WINDS:&nbsp; West <br />
LOCAL CHARACTER:&nbsp; Soledad is 25 miles south of Salinas, CA, located along California Highway 101.&nbsp; Soledad lies within the Salinas Valley, which is known as the Salad Bowl of the World.&nbsp; It's one of the most economically productive and technologically advanced agricultural regions in the world.<br />
&nbsp;<br />
DESCRIPTION OF STATION SITE: The station is located in a pasture behind the Dole Vegetable processing plant on Camphora Gloria Road, Soledad, CA.&nbsp; It's irrigated with a permament in-ground sprinkler system. <br />
<br />
NORTH: 125ft of grass to a rotating crop field<br />
&nbsp; <br />
EAST: 180ft of grass to a dirt road<br />
<br />
SOUTH: 100ft of grass to an alfala field<br />
<br />
WEST: 230ft of grass to rotating truck crops<br />
<br />
COMMENTS: Pasture surrounded by fields of agricultural crops.",36.456728,-121.344388,214,2016-09-03,2050-12-31,65.2272,61.78,True
253,Pescadero,Pescadero,North Central Region Office,San Mateo,8/24/2017,12/31/2050,True,True,47,Grass,37º15'19N / 37.255333,-122º22'15W / -122.3708,"<p>DATE: 8-24-2017</p>
<p>STATION #:&nbsp; 253 <br />
STATION NAME:&nbsp; Pescadero</p>
<p>ETO ZONE:&nbsp; 1<br />
PREVAILING WINDS:&nbsp; West </p>
<p>LOCAL CHARACTER:&nbsp; Located on Harley Farms Goat Dairy just off Pescadero Creek Road, this station is roughly 2 miles East of the Pacific Coast, and 15 miles West of the Bay Area, on the other side of the Coastal Range. </p>
<p>DESCRIPTION OF STATION SITE: This CIMIS Station is located in a sprinkler-irrigated pasture.&nbsp; Station site is surrounded by farms, ranches and the small town of Pescadero.&nbsp; </p>
<p>NORTH: <br />
225ft: Irrigated pasture, then bare dirt.</p>
<p>EAST: <br />
90ft: Irrigated pasture, then 15 to 20ft tall trees. </p>
<p>SOUTH: <br />
150ft: Irrigated pasture, then paved road and 20ft tall trees.</p>
<p>WEST:<br />
255ft:&nbsp; Irrigated pasture, then 15 to 20ft tall trees</p>
<p>COMMENTS: Station 253 is a nice CIMIS location with plenty of exposure and fetch. Caution may be needed when data reflects winds from the east because of the tree windbreak. </p>",37.255333,-122.3708,47,2017-08-24,2050-12-31,14.325600000000001,87.14,True
254,Oakland Metro,Oakland,North Central Region Office,Alameda,3/12/2018,12/31/2050,True,True,14,Grass,37º43'5N / 37.718167,-122º11'50W / -122.197111,"DATE: 3-7-2018<br />
<br />
STATION #:&nbsp; 254 <br />
STATION NAME:&nbsp; Oakland Metro<br />
<br />
ETO ZONE:&nbsp; 1<br />
PREVAILING WINDS:&nbsp; North-South <br />
<br />
LOCAL CHARACTER:&nbsp; Located on Metropolitan Golf Links,&nbsp; adjacent to the Oakland Airport. This station is roughly a few thousand feet from the Oakland Bay, on the eastern shore of the Bay.&nbsp; <br />
<br />
DESCRIPTION OF STATION SITE: This CIMIS Station is located in a sprinkler-irrigated golf course.&nbsp; Station site is surrounded by industrial and open space areas near the airport.&nbsp; <br />
<br />
NORTH: 240ft: Irrigated turf, then 10'&nbsp;paved walk.<br />
<br />
EAST: 110ft: Irrigated turf, then 10'&nbsp;paved walk.<br />
<br />
SOUTH: 50ft:Irrigated turf, then 10' paved walk.<br />
<br />
WEST: 195ft:&nbsp; Irrigated turf.<br />
<br />
COMMENTS: Station 254 is a nice CIMIS location with plenty of exposure and fetch, if including turf beyond the 10' wide&nbsp;paved walks around the site. Not including that possibly minor obstruction, continuous fetch would amount to nearly 1000 feet in all directions. Caution may be needed when data reflects winds traveling over paved surfaces. <br />",37.718167,-122.197111,14,2018-03-12,2050-12-31,4.2672,41.22,True
255,Chino,Chino,Southern Region Office,San Bernardino,3/8/2018,8/11/2020,False,True,637,Alfalfa,33º59'7N / 33.98535,-117º39'24W / -117.656528,"DATE: 3-21-2018<br />
<br />
STATION #:&nbsp; 255&nbsp;<br />
&nbsp;STATION NAME:&nbsp; Chino<br />
<br />
ETO ZONE:&nbsp; 9<br />
&nbsp;PREVAILING WINDS:&nbsp; Southwest<br />
<br />
LOCAL CHARACTER:&nbsp; Chino has a long agricultural history of row crops, dairy, and orchards.&nbsp; The site for this station is on California State prison grounds and is leased land for agriculture. Alfalfa will likely be sprinkler irrigated.&nbsp; <br />
<br />
DESCRIPTION OF STATION SITE: On agricultural land (alfalfa) leased by Cal Poly from the Department of Corrections, California Institute for Men, in Chino.&nbsp;<br />
&nbsp; <br />
NORTH:&nbsp;<br />
&nbsp;350ft: alfalfa.<br />
EAST:&nbsp;<br />
&nbsp;1,530ft: alfalfa.<br />
SOUTH:&nbsp;<br />
&nbsp;875ft: alfalfa.<br />
WEST:<br />
&nbsp;1,570ft: alfalfa.<br />
<br />
COMMENTS: This alfalfa crop recently established and should be in place for 5 years, after which the station may be relocated to another field. <br />",33.98535,-117.656528,637,2018-03-08,2020-08-11,194.1576,153.96,True
256,Lancaster,Lancaster,Southern Region Office,Los Angeles,7/26/2018,12/31/2050,True,True,2340,Alfalfa,34º45'34N / 34.759475,-117º59'31W / -117.991997,,34.759475,-117.991997,2340,2018-07-26,2050-12-31,713.2320000000001,80.21,True
257,Ridgecrest,Ridgecrest,Southern Region Office,Kern,10/10/2018,12/31/2050,True,True,2234,Grass,35º39'43N / 35.661814,-117º38'26W / -117.640511,,35.661814,-117.640511,2234,2018-10-10,2050-12-31,680.9232000000001,110.72,True
258,Lemon Cove,Lemon Cove,South Central Region Office,Tulare,11/15/2018,12/31/2050,True,True,498,Grass,36º22'37N / 36.376917,-119º2'17W / -119.037972,,36.376917,-119.037972,498,2018-11-15,2050-12-31,151.7904,3.9,True
259,Ferndale Plain,Ferndale,Northern Region Office,Humboldt,8/5/2019,12/30/2050,True,True,21,Grass,40º36'16N / 40.604467,-124º14'35W / -124.243186,"DATE: 8-16-19<br />
<br />
STATION #:&nbsp; 259 <br />
STATION NAME:&nbsp; Ferndale Plain<br />
ETO ZONE:&nbsp; 1 (North)<br />
PREVAILING WINDS:&nbsp; West<br />
<br />
LOCAL CHARACTER:&nbsp; The small and historical City of Ferndale is about 2 miles to the southwest. Dairy has historically been the predominant agriculture in the area. Eel River is about one mile north. Salt Creek is 0.3 miles to the south.<br />
<br />
DESCRIPTION OF STATION SITE: This station is located in the reclaimed&nbsp;flood plains of the Eel River, about 5 miles east of the Pacific Ocean. The surrounding fields are irrigated with groundwater. Sprinkler irrigation is the predominant irrigation method used in the area. The rain guage may be affected by overspray at times.&nbsp; <br />
<br />
NORTH: <br />
600ft: irrigated grass, then Goble Lane.<br />
EAST: <br />
1000ft: irrigated grass, then oxbow water feature.<br />
SOUTH: <br />
1500ft: irrigated grass, then Aggeler Lane.<br />
WEST:<br />
1900ft: irrigated grass, then Fulmor Road.<br />
<br />
COMMENTS:&nbsp; This CIMIS station is an excellent location and helps to provide ETo information in a northwestern part of California that has not been well represented.<br />",40.604467,-124.243186,21,2019-08-05,2050-12-30,6.4008,164.23,True
260,Montague,Montague,Northern Region Office,Siskiyou,9/20/2019,12/31/2050,True,True,2663,Grass,41º47'54N / 41.798331,-122º27'48W / -122.463425,,41.798331,-122.463425,2663,2019-09-20,2050-12-31,811.6824,161.59,True
261,Gazelle,Gazelle,Northern Region Office,Siskiyou,9/18/2019,12/31/2050,True,True,2743,Grass,41º32'2N / 41.533989,-122º31'56W / -122.532279,,41.533989,-122.532279,2743,2019-09-18,2050-12-31,836.0664,133.76,True
262,Linden,Linden,North Central Region Office,San Joaquin,2/26/2020,12/31/2050,True,True,111,Grass,38º3'56N / 38.065692,-121º4'18W / -121.071747,,38.065692,-121.071747,111,2020-02-26,2050-12-31,33.8328,1.0,True
263,Smith River,Crescent City,Northern Region Office,Del Norte,10/7/2020,12/31/2050,True,True,22,Grass,41º53'41N / 41.894592,-124º9'54W / -124.165043,,41.894592,-124.165043,22,2020-10-07,2050-12-31,6.7056000000000004,237.86,True
264,Sierra Valley Center,Portola,Northern Region Office,Plumas,10/28/2020,12/31/2050,True,True,4898,Grass,39º46'39N / 39.777452,-120º16'25W / -120.273609,,39.777452,-120.273609,4898,2020-10-28,2050-12-31,1492.9104,117.11,True
